x,y
368.0,1756.0
456.0,3888.0
402.0,1982.0
740.0,3896.0
2402.0,2300.0
2380.0,500.0
536.0,1644.0
788.0,3910.0
2570.0,502.0
686.0,2452.0
888.0,8.0
2088.0,2090.0
3786.0,976.0
696.0,2430.0
636.0,996.0
716.0,1722.0
1004.0,2122.0
1552.0,436.0
730.0,2424.0
844.0,64.0
1978.0,1980.0
3494.0,3276.0
3630.0,412.0
2046.0,1110.0
3330.0,806.0
2496.0,2516.0
3288.0,848.0
1292.0,2232.0
3120.0,2394.0
518.0,2076.0
636.0,1794.0
562.0,1884.0
2780.0,3344.0
748.0,718.0
632.0,3888.0
716.0,3830.0
3564.0,942.0
1892.0,3988.0
1678.0,3514.0
708.0,2484.0
1988.0,2060.0
2536.0,2258.0
3336.0,2758.0
2442.0,2476.0
738.0,2096.0
738.0,3932.0
3612.0,666.0
630.0,362.0
3476.0,772.0
512.0,3620.0
576.0,3866.0
1296.0,2208.0
806.0,1800.0
1012.0,976.0
2128.0,2178.0
726.0,3876.0
2776.0,2230.0
1350.0,1006.0
1066.0,2334.0
1496.0,2864.0
832.0,120.0
3886.0,2930.0
1080.0,3110.0
2868.0,2370.0
530.0,3474.0
1026.0,2922.0
634.0,2444.0
546.0,3610.0
856.0,224.0
2612.0,2258.0
2948.0,3326.0
388.0,2022.0
716.0,1656.0
2720.0,2530.0
3562.0,2588.0
3600.0,936.0
582.0,128.0
3286.0,388.0
2212.0,1744.0
572.0,3784.0
724.0,1836.0
704.0,3870.0
2536.0,3970.0
2788.0,3260.0
530.0,3444.0
3828.0,224.0
542.0,3502.0
762.0,84.0
2264.0,190.0
2544.0,3448.0
1402.0,968.0
682.0,2482.0
382.0,2878.0
1492.0,3568.0
1042.0,1280.0
2538.0,2210.0
2408.0,2348.0
2454.0,2406.0
3396.0,922.0
1130.0,3770.0
2030.0,1198.0
3022.0,3444.0
1102.0,3784.0
2874.0,3722.0
1376.0,3410.0
3674.0,1208.0
3160.0,2612.0
2616.0,3880.0
1132.0,748.0
1468.0,1838.0
1634.0,3334.0
2594.0,3898.0
424.0,3990.0
1288.0,1614.0
372.0,2060.0
1516.0,2168.0
614.0,1388.0
2810.0,1332.0
2720.0,2320.0
76.0,1134.0
754.0,760.0
2688.0,1302.0
2558.0,564.0
1586.0,3486.0
2088.0,2120.0
896.0,2716.0
2572.0,2754.0
660.0,1470.0
1234.0,2006.0
1918.0,3804.0
1336.0,3076.0
3962.0,430.0
642.0,2054.0
440.0,2144.0
1162.0,3344.0
580.0,2442.0
726.0,2632.0
638.0,1504.0
1072.0,2224.0
3396.0,3200.0
